team,elo,aelo,gp,w,l,confw,confl,game1,game2,game3,game4,game5,game6,game7,game8,game9,game10,game11,game12,game13,game14,game15,game16,game17,game18,game19,game20,game21,game22,game23,game24,game25,game26,game27,game28,game29,game30,game31,game32,game33,game34,game35,game36,game37,game38,game39,game40,game41,game42,game43,game44,game45,game46,game47,game48,game49,game50,game51,game52,game53,game54,game55,game56,game57,game58,game59,game60,game61,elo_2007,aelo_2007,elo_2008,aelo_2008,elo_2009,aelo_2009,elo_2010,aelo_2010,elo_2011,aelo_2011,elo_2012,aelo_2012,elo_2013,aelo_2013,elo_2014,aelo_2014,elo_2015,aelo_2015,elo_2016,aelo_2016,elo_2017,aelo_2017,elo_2018,aelo_2018,elo_2019,aelo_2019,elo_2020,aelo_2020,elo_2021,aelo_2021,W_2010,L_2010,ConfW_2010,ConfL_2010,W_2011,L_2011,ConfW_2011,ConfL_2011,W_2012,L_2012,ConfW_2012,ConfL_2012,W_2013,L_2013,ConfW_2013,ConfL_2013,W_2014,L_2014,ConfW_2014,ConfL_2014,W_2015,L_2015,ConfW_2015,ConfL_2015,W_2016,L_2016,ConfW_2016,ConfL_2016,W_2017,L_2017,ConfW_2017,ConfL_2017,W_2018,L_2018,ConfW_2018,ConfL_2018,W_2019,L_2019,ConfW_2019,ConfL_2019,W_2020,L_2020,ConfW_2020,ConfL_2020,W_2021,L_2021,ConfW_2021,ConfL_2021,W_2022,L_2022,ConfW_2022,ConfL_2022
Mount St. Mary's,1282.0365767343749,1500,0,0,0,0,0,1341.72911040625,1337.72911040625,1317.72911040625,1308.72911040625,1306.72911040625,1335.72911040625,1364.72911040625,1347.72911040625,1305.72911040625,1278.72911040625,1263.72911040625,1298.72911040625,1249.72911040625,1285.72911040625,1275.72911040625,1297.72911040625,1308.72911040625,1338.72911040625,1353.72911040625,1340.72911040625,1306.72911040625,1335.72911040625,1317.72911040625,1287.72911040625,1264.72911040625,1233.72911040625,1224.72911040625,1271.72911040625,1263.72911040625,1236.72911040625,1232.72911040625,1453.26834375,1469.26834375,1490.26834375,1501.26834375,1499.26834375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1666,NA,1573,1500,1553.3,NA,1368.5500000000002,NA,1255.265,NA,1559.1975000000002,NA,1505.1782500000002,NA,1426.348375,NA,1348.7276625,NA,1499.26834375,NA,1474.252470625,NA,1218.9067384374998,NA,1232.72911040625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucknell,1473.0999004921875,1500,0,0,0,0,0,1625.5389479531252,1607.5389479531252,1634.5389479531252,1613.5389479531252,1595.5389479531252,1570.5389479531252,1583.5389479531252,1547.5389479531252,1494.5389479531252,1465.5389479531252,1472.5389479531252,1437.5389479531252,1422.5389479531252,1430.5389479531252,1475.5389479531252,1447.5389479531252,1459.5389479531252,1449.5389479531252,1471.5389479531252,1456.5389479531252,1473.5389479531252,1442.5389479531252,1399.5389479531252,1382.5389479531252,1349.5389479531252,1342.5389479531252,1368.5389479531252,1388.5389479531252,1353.5389479531252,1368.5389479531252,1361.5389479531252,1365.5389479531252,1402.5389479531252,1394.5389479531252,1734.9607903125002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1349,NA,1249.5,1500,1428.45,NA,1681.075,NA,1713.0725,NA,1785.85875,NA,1567.8511250000001,NA,1527.6831875,NA,1484.19693125,NA,1705.403421875,NA,1734.9607903125002,NA,1586.10142171875,NA,1394.5389479531252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albany,1345.3817543203127,1500,0,0,0,0,0,1423.0697249218751,1462.0697249218751,1435.0697249218751,1396.0697249218751,1424.0697249218751,1437.0697249218751,1449.0697249218751,1432.0697249218751,1425.0697249218751,1398.0697249218751,1411.0697249218751,1399.0697249218751,1390.0697249218751,1400.0697249218751,1429.0697249218751,1434.0697249218751,1449.0697249218751,1434.0697249218751,1457.0697249218751,1406.0697249218751,1429.0697249218751,1414.0697249218751,1425.0697249218751,1403.0697249218751,1418.0697249218751,1369.0697249218751,1327.0697249218751,1291.0697249218751,1278.0697249218751,1274.0697249218751,1266.0697249218751,1615.8271031250001,1609.8271031250001,1584.8271031250001,1564.19125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1495,NA,1366.5,1500,1194.75,NA,1406.325,NA,1428.5875,NA,1564.19125,NA,1558.671875,NA,1654.5933125000001,NA,1648.89821875,NA,1584.8271031250001,NA,1536.0830171875,NA,1374.48963953125,NA,1266.0697249218751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boise St.,1576.9855631406251,1500,0,0,0,0,0,1543.3089608437501,1514.3089608437501,1540.3089608437501,1563.3089608437501,1581.3089608437501,1571.3089608437501,1595.3089608437501,1569.3089608437501,1576.3089608437501,1530.3089608437501,1544.3089608437501,1562.3089608437501,1571.3089608437501,1581.3089608437501,1563.3089608437501,1586.3089608437501,1579.3089608437501,1548.3089608437501,1575.3089608437501,1622.3089608437501,1630.3089608437501,1662.3089608437501,1669.3089608437501,1647.3089608437501,1656.3089608437501,1642.3089608437501,1651.3089608437501,1666.3089608437501,1638.3089608437501,1672.3089608437501,1662.3089608437501,1486.1036090625,1677.05,1649.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1664,NA,1499,1500,1514.7,NA,1649.05,NA,1452.9350000000002,NA,1715.1825000000001,NA,1654.47175,NA,1824.7906249999999,NA,1638.7368374999996,NA,1627.8056062499998,NA,1707.523854375,NA,1486.1036090625,NA,1662.3089608437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hartford,1455.6727643515626,1500,0,0,0,0,0,1472.678213109375,1432.678213109375,1459.678213109375,1440.678213109375,1415.678213109375,1401.678213109375,1383.678213109375,1342.678213109375,1305.678213109375,1331.678213109375,1348.678213109375,1363.678213109375,1348.678213109375,1370.678213109375,1412.678213109375,1437.678213109375,1427.678213109375,1379.678213109375,1430.678213109375,1441.678213109375,1454.678213109375,1414.678213109375,1410.678213109375,1432.678213109375,1387.678213109375,1367.678213109375,1373.678213109375,1425.678213109375,1381.678213109375,1409.678213109375,1443.678213109375,1446.11219265625,1444.627375,1469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1469,NA,1196.5,1500,1206.95,NA,1290.425,NA,1308.2975,NA,1390.27625,NA,1444.627375,NA,1269.3965625,NA,1249.08649375,NA,1191.362215625,NA,1425.4070559375,NA,1446.11219265625,NA,1443.678213109375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loyola Chicago,1618.561887,1500,0,0,0,0,0,1692.316538,1652.316538,1610.316538,1639.316538,1652.316538,1604.316538,1591.316538,1618.316538,1647.316538,1653.316538,1674.316538,1650.316538,1665.316538,1674.316538,1655.316538,1667.316538,1683.316538,1699.316538,1717.316538,1701.316538,1673.316538,1697.316538,1649.316538,1655.316538,1663.316538,1702.316538,1709.316538,1668.316538,1677.316538,1687.316538,1675.316538,1616.01206,1603.01206,1893.36836,1902.36836,1938.36836,1919.36836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1402,NA,1352,1500,1331.6,NA,1484.3999999999999,NA,1261.6799999999998,NA,1424.1599999999999,NA,1317.5839999999998,NA,1632.04,NA,1508.2952,NA,1547.7595999999999,NA,1919.36836,NA,1603.01206,NA,1675.316538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Peter's,1450.9493601953127,1500,0,0,0,0,0,1303.487088171875,1296.487088171875,1272.487088171875,1294.487088171875,1288.487088171875,1327.487088171875,1321.487088171875,1369.487088171875,1351.487088171875,1365.487088171875,1377.487088171875,1365.487088171875,1340.487088171875,1317.487088171875,1382.487088171875,1369.487088171875,1385.487088171875,1409.487088171875,1438.487088171875,1460.487088171875,1414.487088171875,1466.487088171875,1482.487088171875,1499.487088171875,1515.487088171875,1544.487088171875,1496.487088171875,1502.487088171875,1515.487088171875,1528.487088171875,1295.01938703125,1289.01938703125,1652.6346531249999,1677.6346531249999,1704.6346531249999,1714.6346531249999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1243,NA,1368.5,1500,1487.15,NA,1639.125,NA,1162.7075,NA,1242.09125,NA,1387.857875,NA,1453.5563124999999,NA,1483.1355187499998,NA,1714.6346531249999,NA,1433.2579821875,NA,1289.01938703125,NA,1528.487088171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina,1663.1113994453124,1500,0,0,0,0,0,1664.4267156718747,1678.4267156718747,1685.4267156718747,1632.4267156718747,1640.4267156718747,1616.4267156718747,1590.4267156718747,1599.4267156718747,1616.4267156718747,1593.4267156718747,1645.4267156718747,1707.4267156718747,1653.4267156718747,1626.4267156718747,1622.4267156718747,1652.4267156718747,1694.4267156718747,1681.4267156718747,1694.4267156718747,1716.4267156718747,1740.4267156718747,1694.4267156718747,1718.4267156718747,1749.4267156718747,1760.4267156718747,1746.4267156718747,1720.4267156718747,1731.4267156718747,1716.4267156718747,1752.4267156718747,1704.4267156718747,1673.0999321874997,1829.4783531249998,1884.4783531249998,1921.4783531249998,1911.4783531249998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1503,NA,1610.5,1500,1545.15,NA,1504.725,NA,1423.9075,NA,1406.37125,NA,1591.357875,NA,1679.5903124999998,NA,1721.2025187499999,NA,1911.4783531249998,NA,1673.0999321874997,NA,1702.99347203125,NA,1704.4267156718747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston University,1509.22094053125,1500,0,0,0,0,0,1389.1649671875,1382.1649671875,1398.1649671875,1451.1649671875,1441.1649671875,1404.1649671875,1380.1649671875,1372.1649671875,1346.1649671875,1360.1649671875,1404.1649671875,1422.1649671875,1431.1649671875,1409.1649671875,1437.1649671875,1454.1649671875,1501.1649671875,1485.1649671875,1467.1649671875,1484.1649671875,1498.1649671875,1541.1649671875,1575.1649671875,1578.1649671875,1542.1649671875,1575.1649671875,1558.1649671875,1570.1649671875,1548.1649671875,1555.1649671875,1563.1649671875,1571.1649671875,1599.1649671875,1603.1475,1587.1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1480,NA,1544,1500,1645,NA,1619.7,NA,1490.35,NA,1542.085,NA,1587.1475,NA,1400.1992500000001,NA,1439.2438750000001,NA,1444.6817125,NA,1388.11401875,NA,1365.461523125,NA,1599.1649671875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,1456.872241328125,1500,0,0,0,0,0,1389.1155979687499,1406.1155979687499,1456.1155979687499,1469.1155979687499,1497.1155979687499,1494.1155979687499,1467.1155979687499,1445.1155979687499,1428.1155979687499,1409.1155979687499,1402.1155979687499,1412.1155979687499,1401.1155979687499,1397.1155979687499,1436.1155979687499,1430.1155979687499,1418.1155979687499,1364.1155979687499,1352.1155979687499,1401.1155979687499,1426.1155979687499,1409.1155979687499,1406.1155979687499,1422.1155979687499,1418.1155979687499,1450.1155979687499,1470.1155979687499,1509.1155979687499,1496.1155979687499,1538.1155979687499,1532.1155979687499,1302.7148078124999,1365.860646875,1734.675,1769.675,1791.675,1757.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1770,NA,1485,1500,1463.5,NA,1417.25,NA,1757.675,NA,1686.0125,NA,1731.30875,NA,1560.458125,NA,1529.6216875,NA,1475.94828125,NA,1365.860646875,NA,1302.7148078124999,NA,1532.1155979687499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niagara,1334.1217824140626,1500,0,0,0,0,0,1322.573337484375,1307.573337484375,1293.573337484375,1251.573337484375,1233.573337484375,1266.573337484375,1322.573337484375,1309.573337484375,1303.573337484375,1297.573337484375,1292.573337484375,1327.573337484375,1303.573337484375,1289.573337484375,1304.573337484375,1324.573337484375,1333.573337484375,1320.573337484375,1304.573337484375,1245.573337484375,1297.573337484375,1275.573337484375,1263.573337484375,1283.573337484375,1317.573337484375,1310.573337484375,1269.573337484375,1317.573337484375,1359.573337484375,1345.573337484375,1326.573337484375,1336.573337484375,1446.1604934375,1767.5,1732.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1599,NA,1732.5,1500,1604.95,NA,1288.225,NA,1374.5974999999999,NA,1540.76625,NA,1210.7623749999998,NA,1279.6110625,NA,1164.0342437499999,NA,1327.9004406249999,NA,1446.1604934375,NA,1219.45037890625,NA,1336.573337484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTEP,1376.2874171875,1500,0,0,0,0,0,1374.422591125,1399.422591125,1394.422591125,1408.422591125,1430.422591125,1465.422591125,1459.422591125,1446.422591125,1457.422591125,1439.422591125,1429.422591125,1417.422591125,1438.422591125,1424.422591125,1442.422591125,1413.422591125,1442.422591125,1431.422591125,1435.422591125,1399.422591125,1386.422591125,1364.422591125,1354.422591125,1329.422591125,1360.422591125,1391.422591125,1410.422591125,1443.422591125,1423.422591125,1329.3190725,1551.980675,1497.7624500000002,1640.3315,1781,1706,1720,1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1542,NA,1674,1500,1831.6,NA,1781,NA,1556.98,NA,1637.79,NA,1681.989,NA,1640.3315,NA,1497.7624500000002,NA,1551.980675,NA,1329.3190725,NA,1215.25373875,NA,1423.422591125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshall,1573.7085348828125,1500,0,0,0,0,0,1628.1056002968749,1575.1056002968749,1553.1056002968749,1521.1056002968749,1530.1056002968749,1524.1056002968749,1484.1056002968749,1474.1056002968749,1514.1056002968749,1524.1056002968749,1513.1056002968749,1570.1056002968749,1587.1056002968749,1560.1056002968749,1573.1056002968749,1546.1056002968749,1526.1056002968749,1533.1056002968749,1515.1056002968749,1503.1056002968749,1541.1056002968749,1501.1056002968749,1518.1056002968749,1543.1056002968749,1508.1056002968749,1533.1056002968749,1555.1056002968749,1524.1056002968749,1545.1056002968749,1561.1056002968749,1581.1056002968749,1569.51911578125,1544.51911578125,1554.51911578125,1573.51911578125,1582.51911578125,1610.51911578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1509,NA,1500.5,1500,1655.95,NA,1696.125,NA,1679.8474999999999,NA,1466.76125,NA,1336.334875,NA,1355.1958125,NA,1552.49836875,NA,1564.807928125,NA,1716.1534746875,NA,1610.51911578125,NA,1581.1056002968749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico St.,1758.9359098906248,1500,0,0,0,0,0,1694.02713734375,1698.02713734375,1660.02713734375,1646.02713734375,1663.02713734375,1691.02713734375,1666.02713734375,1671.02713734375,1622.02713734375,1632.02713734375,1611.02713734375,1617.02713734375,1654.02713734375,1687.02713734375,1688.02713734375,1692.02713734375,1706.02713734375,1720.02713734375,1726.02713734375,1730.02713734375,1739.02713734375,1740.02713734375,1747.02713734375,1753.02713734375,1755.02713734375,1762.02713734375,1775.02713734375,1783.02713734375,1795.02713734375,1850.4078040625,1857.4078040625,1877.4078040625,1871.4078040625,1724.0437499999998,1714.0437499999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1660,NA,1553,1500,1699.5,NA,1536.65,NA,1749.175,NA,1754.5825,NA,1714.0437499999998,NA,1697.3966249999999,NA,1676.9114375,NA,1670.6747062499999,NA,1754.4107843749998,NA,1871.4078040625,NA,1795.02713734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UC Irvine,1651.9850837421873,1500,0,0,0,0,0,1666.5204794531246,1633.5204794531246,1662.5204794531246,1637.5204794531246,1632.5204794531246,1570.5204794531246,1610.5204794531246,1643.5204794531246,1595.5204794531246,1621.5204794531246,1586.5204794531246,1545.5204794531246,1573.5204794531246,1562.5204794531246,1586.5204794531246,1602.5204794531246,1612.5204794531246,1565.5204794531246,1568.5204794531246,1590.5204794531246,1603.5204794531246,1612.5204794531246,1592.5204794531246,1602.5204794531246,1624.5204794531246,1629.5204794531246,1649.5204794531246,1653.5204794531246,1672.5204794531246,1646.5204794531246,1720.4161467187498,1724.4161467187498,1733.4161467187498,1750.4161467187498,1789.4161467187498,1762.4161467187498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1565,NA,1469.5,1500,1309.25,NA,1355.475,NA,1366.5124999999998,NA,1565.8987499999998,NA,1626.9031249999998,NA,1661.2211874999998,NA,1703.6815312499998,NA,1585.2071218749998,NA,1557.7080203124997,NA,1762.4161467187498,NA,1646.5204794531246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah,1590.9269345078123,1500,0,0,0,0,0,1715.747886046875,1717.747886046875,1728.747886046875,1666.747886046875,1690.747886046875,1655.747886046875,1658.747886046875,1684.747886046875,1689.747886046875,1700.747886046875,1730.747886046875,1702.747886046875,1726.747886046875,1707.747886046875,1677.747886046875,1651.747886046875,1620.747886046875,1631.747886046875,1654.747886046875,1644.747886046875,1606.747886046875,1643.747886046875,1658.747886046875,1624.747886046875,1611.747886046875,1578.747886046875,1625.747886046875,1608.747886046875,1578.747886046875,1597.747886046875,1585.747886046875,1808.5318896875,1849.5318896875,1872.5318896875,1835.5318896875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1577,NA,1762.5,1500,1530.35,NA,1528.925,NA,1269.5675,NA,1580.46125,NA,1734.100875,NA,1903.1888125,NA,1902.82466875,NA,1781.368978125,NA,1835.5318896875,NA,1660.17663828125,NA,1585.747886046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake,1559.966485046875,1500,0,0,0,0,0,1556.5454482812502,1545.5454482812502,1561.5454482812502,1583.5454482812502,1544.5454482812502,1566.5454482812502,1608.5454482812502,1612.5454482812502,1617.5454482812502,1597.5454482812502,1613.5454482812502,1589.5454482812502,1605.5454482812502,1624.5454482812502,1594.5454482812502,1607.5454482812502,1563.5454482812502,1587.5454482812502,1596.5454482812502,1583.5454482812502,1551.5454482812502,1586.5454482812502,1576.5454482812502,1525.5454482812502,1531.5454482812502,1544.5454482812502,1516.5454482812502,1507.5454482812502,1485.5454482812502,1511.5454482812502,1581.5454482812502,1553.5454482812502,1477.408378125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1870,NA,1463,1500,1534.5,NA,1457.15,NA,1552.925,NA,1588.6075,NA,1417.18125,NA,1366.172875,NA,1257.2408125,NA,1226.47226875,NA,1477.408378125,NA,1610.6458696875002,NA,1553.5454482812502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hofstra,1673.7463921484375,1500,0,0,0,0,0,1546.548405890625,1573.548405890625,1546.548405890625,1596.548405890625,1632.548405890625,1595.548405890625,1606.548405890625,1628.548405890625,1592.548405890625,1613.548405890625,1641.548405890625,1650.548405890625,1665.548405890625,1681.548405890625,1610.548405890625,1617.548405890625,1634.548405890625,1637.548405890625,1624.548405890625,1600.548405890625,1618.548405890625,1632.548405890625,1676.548405890625,1686.548405890625,1707.548405890625,1710.548405890625,1720.548405890625,1749.548405890625,1693.548405890625,1696.548405890625,1705.548405890625,1728.548405890625,1748.548405890625,1664.90729734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1427,NA,1551.5,1500,1603.85,NA,1608.375,NA,1380.3425,NA,1234.68375,NA,1297.4446249999999,NA,1504.1274374999998,NA,1694.2971062499998,NA,1491.386784375,NA,1566.9825240625,NA,1664.90729734375,NA,1748.548405890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mercer,1448.6024058203127,1500,0,0,0,0,0,1396.938337921875,1409.938337921875,1440.938337921875,1424.938337921875,1449.938337921875,1437.938337921875,1411.938337921875,1358.938337921875,1342.938337921875,1378.938337921875,1371.938337921875,1332.938337921875,1328.938337921875,1300.938337921875,1289.938337921875,1307.938337921875,1354.938337921875,1384.938337921875,1397.938337921875,1467.938337921875,1472.938337921875,1457.938337921875,1441.938337921875,1465.938337921875,1449.938337921875,1467.938337921875,1500.938337921875,1509.938337921875,1538.938337921875,1497.938337921875,1549.2764771875,1496.2764771875,1462.3493125,1629.87125,1644.4675,1677.4675,1699.4675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1257,NA,1416.5,1500,1446.35,NA,1477.125,NA,1699.4675,NA,1629.87125,NA,1700.775875,NA,1462.3493125,NA,1344.40741875,NA,1479.908503125,NA,1496.2764771875,NA,1332.11078953125,NA,1497.938337921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
