team,elo,aelo,gp,w,l,confw,confl,game1,game2,game3,game4,game5,game6,game7,game8,game9,game10,game11,game12,game13,game14,game15,game16,game17,game18,game19,game20,game21,game22,game23,game24,game25,game26,game27,game28,game29,game30,game31,game32,game33,game34,game35,game36,game37,game38,game39,game40,game41,game42,game43,game44,game45,game46,game47,game48,game49,game50,game51,game52,game53,game54,game55,game56,game57,game58,game59,game60,game61,elo_2007,aelo_2007,elo_2008,aelo_2008,elo_2009,aelo_2009,elo_2010,aelo_2010,elo_2011,aelo_2011,elo_2012,aelo_2012,elo_2013,aelo_2013,elo_2014,aelo_2014,elo_2015,aelo_2015,elo_2016,aelo_2016,elo_2017,aelo_2017,elo_2018,aelo_2018,elo_2019,aelo_2019,elo_2020,aelo_2020,elo_2021,aelo_2021,W_2010,L_2010,ConfW_2010,ConfL_2010,W_2011,L_2011,ConfW_2011,ConfL_2011,W_2012,L_2012,ConfW_2012,ConfL_2012,W_2013,L_2013,ConfW_2013,ConfL_2013,W_2014,L_2014,ConfW_2014,ConfL_2014,W_2015,L_2015,ConfW_2015,ConfL_2015,W_2016,L_2016,ConfW_2016,ConfL_2016,W_2017,L_2017,ConfW_2017,ConfL_2017,W_2018,L_2018,ConfW_2018,ConfL_2018,W_2019,L_2019,ConfW_2019,ConfL_2019,W_2020,L_2020,ConfW_2020,ConfL_2020,W_2021,L_2021,ConfW_2021,ConfL_2021,W_2022,L_2022,ConfW_2022,ConfL_2022
Northeastern,1615.3571136171872,1500,0,0,0,0,0,1702.1428827031245,1716.1428827031245,1666.1428827031245,1632.1428827031245,1654.1428827031245,1598.1428827031245,1576.1428827031245,1592.1428827031245,1596.1428827031245,1562.1428827031245,1545.1428827031245,1561.1428827031245,1596.1428827031245,1621.1428827031245,1626.1428827031245,1607.1428827031245,1590.1428827031245,1614.1428827031245,1588.1428827031245,1616.1428827031245,1592.1428827031245,1584.1428827031245,1544.1428827031245,1534.1428827031245,1540.1428827031245,1574.1428827031245,1534.1428827031245,1557.1428827031245,1564.1428827031245,1543.1428827031245,1582.1428827031245,1598.1428827031245,1578.1428827031245,1754.2855742187496,1623.0961874999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1523,NA,1577.5,1500,1669.65,NA,1455.075,NA,1435.4325,NA,1513.23875,NA,1424.2491249999998,NA,1623.0961874999998,NA,1525.8228312499998,NA,1419.8402718749996,NA,1716.6669853124997,NA,1754.2855742187496,NA,1578.1428827031245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rutgers,1677.9516235078127,1500,0,0,0,0,0,1558.1004360468748,1573.1004360468748,1583.1004360468748,1556.1004360468748,1577.1004360468748,1593.1004360468748,1615.1004360468748,1585.1004360468748,1578.1004360468748,1610.1004360468748,1663.1004360468748,1678.1004360468748,1716.1004360468748,1757.1004360468748,1740.1004360468748,1766.1004360468748,1792.1004360468748,1776.1004360468748,1781.1004360468748,1805.1004360468748,1778.1004360468748,1766.1004360468748,1771.1004360468748,1750.1004360468748,1783.1004360468748,1755.1004360468748,1735.1004360468748,1731.1004360468748,1773.1004360468748,1798.1004360468748,1596.33801828125,1530.4380896875,1526.4380896875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1407,NA,1378.5,1500,1480.35,NA,1573.725,NA,1537.9675,NA,1577.1012499999997,NA,1501.9408749999998,NA,1381.1008124999998,NA,1294.1326687499998,NA,1480.396578125,NA,1526.4380896875,NA,1596.33801828125,NA,1798.1004360468748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valparaiso,1528.92153321875,1500,0,0,0,0,0,1486.8104193125,1472.8104193125,1492.8104193125,1510.8104193125,1533.8104193125,1507.8104193125,1500.8104193125,1484.8104193125,1526.8104193125,1487.8104193125,1509.8104193125,1503.8104193125,1488.8104193125,1503.8104193125,1474.8104193125,1504.8104193125,1494.8104193125,1526.8104193125,1501.8104193125,1506.8104193125,1489.8104193125,1507.8104193125,1492.8104193125,1486.8104193125,1535.8104193125,1550.8104193125,1537.8104193125,1576.8104193125,1610.8104193125,1581.8104193125,1585.8104193125,1597.8104193125,1630.8104193125,1596.8104193125,1817.318725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1556,NA,1398,1500,1461.8,NA,1634.3000000000002,NA,1614.69,NA,1757.635,NA,1491.2245,NA,1773.9027500000002,NA,1817.318725,NA,1650.8301875000002,NA,1497.6107112500001,NA,1435.0544118750001,NA,1596.8104193125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Tennessee St.,1703.3350823203127,1500,0,0,0,0,0,1628.4698849218753,1638.4698849218753,1628.4698849218753,1630.4698849218753,1647.4698849218753,1657.4698849218753,1668.4698849218753,1676.4698849218753,1632.4698849218753,1686.4698849218753,1692.4698849218753,1699.4698849218753,1673.4698849218753,1709.4698849218753,1711.4698849218753,1717.4698849218753,1740.4698849218753,1751.4698849218753,1681.4698849218753,1721.4698849218753,1743.4698849218753,1759.4698849218753,1761.4698849218753,1764.4698849218753,1785.4698849218753,1788.4698849218753,1801.4698849218753,1803.4698849218753,1806.4698849218753,1821.4698849218753,1834.4698849218753,1620.3337995312502,1718.3183031250003,1575.0582187500002,1675.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1545,NA,1658.5,1500,1586.75,NA,1675.925,NA,1532.9875000000002,NA,1254.27125,NA,1448.0318750000001,NA,1369.2973125,NA,1575.0582187500002,NA,1718.3183031250003,NA,1667.6766171875001,NA,1620.3337995312502,NA,1834.4698849218753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri St.,1553.3947473984374,1500,0,0,0,0,0,1470.619817390625,1479.619817390625,1498.619817390625,1494.619817390625,1483.619817390625,1500.619817390625,1496.619817390625,1488.619817390625,1506.619817390625,1511.619817390625,1537.619817390625,1525.619817390625,1485.619817390625,1510.619817390625,1501.619817390625,1525.619817390625,1495.619817390625,1469.619817390625,1498.619817390625,1523.619817390625,1514.619817390625,1502.619817390625,1470.619817390625,1493.619817390625,1486.619817390625,1537.619817390625,1584.619817390625,1569.619817390625,1610.619817390625,1576.619817390625,1607.619817390625,1656.619817390625,1623.619817390625,1784.175,1753.175,1710.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1583,NA,1369.5,1500,1710.65,NA,1753.175,NA,1547.7825000000003,NA,1477.84375,NA,1568.256625,NA,1336.4814375,NA,1399.71770625,NA,1481.803284375,NA,1498.8169540625,NA,1471.94946234375,NA,1623.619817390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston College,1498.2783222265625,1500,0,0,0,0,0,1582.522904359375,1622.522904359375,1632.522904359375,1590.522904359375,1603.522904359375,1578.522904359375,1548.522904359375,1517.522904359375,1470.522904359375,1485.522904359375,1512.522904359375,1517.522904359375,1535.522904359375,1531.522904359375,1581.522904359375,1537.522904359375,1520.522904359375,1494.522904359375,1488.522904359375,1526.522904359375,1515.522904359375,1531.522904359375,1526.522904359375,1559.522904359375,1525.522904359375,1552.522904359375,1546.522904359375,1519.522904359375,1514.522904359375,1491.522904359375,1488.522904359375,1471.522904359375,1687.5381809374999,1670.5381809374999,1645.5381809374999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1459,NA,1660.5,1500,1598.95,NA,1685.625,NA,1366.4975,NA,1659.93625,NA,1450.9173749999998,NA,1596.4395625,NA,1336.4949937499998,NA,1403.179365625,NA,1645.5381809374999,NA,1541.72290015625,NA,1471.522904359375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davidson,1656.0598306015622,1500,0,0,0,0,0,1677.5326106093748,1616.5326106093748,1633.5326106093748,1676.5326106093748,1625.5326106093748,1603.5326106093748,1615.5326106093748,1590.5326106093748,1624.5326106093748,1633.5326106093748,1657.5326106093748,1630.5326106093748,1607.5326106093748,1582.5326106093748,1590.5326106093748,1560.5326106093748,1578.5326106093748,1621.5326106093748,1646.5326106093748,1621.5326106093748,1638.5326106093748,1622.5326106093748,1630.5326106093748,1695.5326106093748,1679.5326106093748,1697.5326106093748,1712.5326106093748,1702.5326106093748,1676.5326106093748,1697.5326106093748,1784.9784176562498,1727.9784176562498,1690.9784176562498,1716.5,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1949,NA,1716.5,1500,1478.9499999999998,NA,1542.4249999999997,NA,1705.8974999999998,NA,1803.67625,NA,1662.607375,NA,1787.4065624999998,NA,1682.48549375,NA,1667.4647156249998,NA,1823.4780059374998,NA,1690.9784176562498,NA,1697.5326106093748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Tennessee,1357.2503338671872,1500,0,0,0,0,0,1566.4189082031248,1517.4189082031248,1507.4189082031248,1462.4189082031248,1433.4189082031248,1414.4189082031248,1398.4189082031248,1385.4189082031248,1381.4189082031248,1364.4189082031248,1348.4189082031248,1333.4189082031248,1320.4189082031248,1304.4189082031248,1297.4189082031248,1284.4189082031248,1273.4189082031248,1289.4189082031248,1285.4189082031248,1315.4189082031248,1304.4189082031248,1277.4189082031248,1265.4189082031248,1243.4189082031248,1290.4189082031248,1274.4189082031248,1255.4189082031248,1272.4189082031248,1421.4695992187499,1403.4695992187499,1814.6136953124999,1785.6136953124999,1864.2091718749998,1893.2091718749998,1862.2091718749998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1585,NA,1487.5,1500,1541.25,NA,1495.875,NA,1712.3125,NA,1777.91875,NA,1733.6531249999998,NA,1521.2021875,NA,1701.6970312499998,NA,1862.2091718749998,NA,1785.6136953124999,NA,1403.4695992187499,NA,1272.4189082031248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monmouth,1460.514045203125,1500,0,0,0,0,0,1487.65174921875,1460.65174921875,1454.65174921875,1448.65174921875,1422.65174921875,1442.65174921875,1396.65174921875,1444.65174921875,1457.65174921875,1467.65174921875,1476.65174921875,1459.65174921875,1487.65174921875,1511.65174921875,1478.65174921875,1484.65174921875,1516.65174921875,1529.65174921875,1553.65174921875,1529.65174921875,1549.65174921875,1529.65174921875,1477.65174921875,1507.65174921875,1473.65174921875,1487.65174921875,1500.65174921875,1468.65174921875,1490.65174921875,1504.65174921875,1468.65174921875,1377.6272353125,1409.6272353125,1445.6272353125,1420.6272353125,1696.3661875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1240,NA,1233,1500,1217.5,NA,1209.65,NA,1403.075,NA,1215.4325000000001,NA,1234.63875,NA,1491.949125,NA,1696.3661875,NA,1735.76783125,NA,1497.793771875,NA,1420.6272353125,NA,1468.65174921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Florida,1591.4107320624998,1500,0,0,0,0,0,1546.709824375,1506.709824375,1445.709824375,1495.709824375,1543.709824375,1515.709824375,1493.709824375,1538.709824375,1556.709824375,1572.709824375,1563.709824375,1556.709824375,1565.709824375,1541.709824375,1584.709824375,1557.709824375,1543.709824375,1539.709824375,1523.709824375,1518.709824375,1553.709824375,1595.709824375,1619.709824375,1611.709824375,1583.709824375,1574.709824375,1558.709824375,1570.709824375,1602.709824375,1583.709824375,1592.709824375,1538.1860662499998,1578.1860662499998,1605.1860662499998,1619.1860662499998,1603.1860662499998,1650.1860662499998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1420,NA,1382,1500,1658,NA,1472.6,NA,1818.6999999999998,NA,1543.1299999999999,NA,1443.175,NA,1323.5265,NA,1386.7157499999998,NA,1209.4158249999998,NA,1358.7226374999998,NA,1650.1860662499998,NA,1592.709824375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Iowa,1626.0938411640623,1500,0,0,0,0,0,1575.0683139843745,1604.0683139843745,1617.0683139843745,1630.0683139843745,1639.0683139843745,1622.0683139843745,1648.0683139843745,1676.0683139843745,1702.0683139843745,1713.0683139843745,1674.0683139843745,1691.0683139843745,1705.0683139843745,1735.0683139843745,1745.0683139843745,1784.0683139843745,1762.0683139843745,1778.0683139843745,1790.0683139843745,1795.0683139843745,1810.0683139843745,1820.0683139843745,1823.0683139843745,1784.0683139843745,1756.0683139843745,1770.0683139843745,1772.0683139843745,1794.0683139843745,1724.0683139843745,1544.8656139062498,1564.8656139062498,1546.8656139062498,1767.4328437499998,1788.4328437499998,1774.4328437499998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1545,NA,1744.5,1500,1909.75,NA,1614.225,NA,1632.0375,NA,1677.2862499999999,NA,1614.254375,NA,1902.3130625,NA,1774.4328437499998,NA,1524.910340625,NA,1578.7850234374996,NA,1546.8656139062498,NA,1724.0683139843745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northwestern,1498.2724688515623,1500,0,0,0,0,0,1482.6884721093747,1525.6884721093747,1486.6884721093747,1504.6884721093747,1562.6884721093747,1525.6884721093747,1572.6884721093747,1565.6884721093747,1569.6884721093747,1560.6884721093747,1550.6884721093747,1535.6884721093747,1524.6884721093747,1516.6884721093747,1541.6884721093747,1524.6884721093747,1517.6884721093747,1504.6884721093747,1484.6884721093747,1480.6884721093747,1472.6884721093747,1467.6884721093747,1453.6884721093747,1450.6884721093747,1448.6884721093747,1424.6884721093747,1415.6884721093747,1446.6884721093747,1442.6884721093747,1499.6884721093747,1480.6884721093747,1526.4274426562497,1792.8984156249996,1759.8984156249996,1777.8984156249996,1769.8984156249996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1325,NA,1596.5,1500,1545.75,NA,1712.825,NA,1674.1374999999998,NA,1470.9162499999998,NA,1594.6993749999997,NA,1587.6245624999997,NA,1663.2220937499997,NA,1769.8984156249996,NA,1554.9158359374999,NA,1526.4274426562497,NA,1480.6884721093747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon St.,1624.33474053125,1500,0,0,0,0,0,1611.6220391875,1639.6220391875,1618.6220391875,1641.6220391875,1656.6220391875,1665.6220391875,1671.6220391875,1677.6220391875,1682.6220391875,1694.6220391875,1647.6220391875,1657.6220391875,1633.6220391875,1682.6220391875,1649.6220391875,1694.6220391875,1674.6220391875,1634.6220391875,1602.6220391875,1572.6220391875,1612.6220391875,1594.6220391875,1642.6220391875,1676.6220391875,1644.6220391875,1627.6220391875,1623.6220391875,1611.6220391875,1634.6220391875,1656.6220391875,1668.6220391875,1619.7194587499998,1629.4699999999998,1656.4699999999998,1607.4699999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1258,NA,1620,1500,1525.4,NA,1453.7,NA,1607.4699999999998,NA,1515.8449999999998,NA,1565.1634999999999,NA,1551.3352499999996,NA,1698.2166749999997,NA,1298.5089124999997,NA,1619.7194587499998,NA,1633.4124031249999,NA,1668.6220391875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siena,1537.493605640625,1500,0,0,0,0,0,1399.92732784375,1393.92732784375,1444.92732784375,1436.92732784375,1422.92732784375,1409.92732784375,1377.92732784375,1412.92732784375,1421.92732784375,1435.92732784375,1452.92732784375,1435.92732784375,1447.92732784375,1414.92732784375,1387.92732784375,1378.92732784375,1393.92732784375,1432.92732784375,1480.92732784375,1458.92732784375,1481.92732784375,1508.92732784375,1526.92732784375,1532.92732784375,1544.92732784375,1558.92732784375,1565.92732784375,1579.92732784375,1615.92732784375,1626.92732784375,1417.4331390625,1447.4331390625,1413.4331390625,1559.16180625,1554.04775,1587.04775,1551.04775,1594.04775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1732,NA,1815,1500,1809.1,NA,1439.05,NA,1401.2549999999999,NA,1249.3425,NA,1594.04775,NA,1292.826625,NA,1562.6276375,NA,1559.16180625,NA,1217.369194375,NA,1413.4331390625,NA,1626.92732784375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toledo,1588.999938890625,1500,0,0,0,0,0,1632.35377534375,1685.35377534375,1691.35377534375,1695.35377534375,1681.35377534375,1687.35377534375,1700.35377534375,1710.35377534375,1716.35377534375,1652.35377534375,1614.35377534375,1582.35377534375,1561.35377534375,1542.35377534375,1555.35377534375,1516.35377534375,1568.35377534375,1596.35377534375,1563.35377534375,1521.35377534375,1495.35377534375,1469.35377534375,1462.35377534375,1476.35377534375,1450.35377534375,1479.35377534375,1520.35377534375,1546.35377534375,1509.35377534375,1537.35377534375,1544.35377534375,1722.7435040625,1636.606744375,1438.0549999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1412,NA,1223,1500,1101.1,NA,1025.4499999999998,NA,1438.0549999999998,NA,1466.6625,NA,1660.74775,NA,1613.372625,NA,1492.9106375,NA,1531.4671062500001,NA,1636.606744375,NA,1722.7435040625,NA,1544.35377534375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wright St.,1579.8041853671875,1500,0,0,0,0,0,1605.310209203125,1615.310209203125,1602.310209203125,1620.310209203125,1600.310209203125,1615.310209203125,1630.310209203125,1587.310209203125,1594.310209203125,1597.310209203125,1635.310209203125,1642.310209203125,1647.310209203125,1680.310209203125,1683.310209203125,1693.310209203125,1657.310209203125,1663.310209203125,1670.310209203125,1701.310209203125,1707.310209203125,1676.310209203125,1681.310209203125,1687.310209203125,1699.310209203125,1702.310209203125,1638.310209203125,1647.310209203125,1662.310209203125,1609.310209203125,1623.83026921875,1591.83026921875,1583.83026921875,1621.021125,1580.63875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1579,NA,1631.5,1500,1674.45,NA,1592.675,NA,1435.6725000000001,NA,1580.63875,NA,1621.021125,NA,1274.7021875,NA,1595.65743125,NA,1547.239371875,NA,1631.3169153125,NA,1583.83026921875,NA,1609.310209203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Joseph's,1386.1556433046876,1500,0,0,0,0,0,1571.463380828125,1549.463380828125,1588.463380828125,1559.463380828125,1543.463380828125,1526.463380828125,1477.463380828125,1423.463380828125,1370.463380828125,1365.463380828125,1356.463380828125,1411.463380828125,1394.463380828125,1386.463380828125,1366.463380828125,1358.463380828125,1347.463380828125,1389.463380828125,1378.463380828125,1352.463380828125,1327.463380828125,1320.463380828125,1302.463380828125,1292.463380828125,1290.463380828125,1306.463380828125,1295.463380828125,1290.463380828125,1305.463380828125,1297.463380828125,1290.463380828125,1276.463380828125,1493.07984296875,1852.8120812500001,1865.8120812500001,1852.8120812500001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1683,NA,1597.5,1500,1463.65,NA,1480.075,NA,1691.1325,NA,1621.58875,NA,1820.134125,NA,1513.5436875,NA,1852.8120812500001,NA,1408.469146875,NA,1683.0781978125,NA,1493.07984296875,NA,1276.463380828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
College of Charleston,1553.6000942812498,1500,0,0,0,0,0,1662.0043376874996,1678.0043376874996,1628.0043376874996,1660.0043376874996,1653.0043376874996,1613.0043376874996,1644.0043376874996,1609.0043376874996,1589.0043376874996,1570.0043376874996,1575.0043376874996,1600.0043376874996,1633.0043376874996,1644.0043376874996,1655.0043376874996,1662.0043376874996,1631.0043376874996,1607.0043376874996,1620.0043376874996,1592.0043376874996,1608.0043376874996,1642.0043376874996,1662.0043376874996,1610.0043376874996,1589.0043376874996,1555.0043376874996,1496.0043376874996,1524.0043376874996,1534.0043376874996,1499.0043376874996,1696.326418125,1680.326418125,1695.3040125,1675.3040125,1683.6999999999998,1722.6999999999998,1707.6999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1482,NA,1648,1500,1590.6,NA,1707.6999999999998,NA,1534.0299999999997,NA,1597.3249999999998,NA,1383.8714999999997,NA,1293.1332499999999,NA,1502.7280749999998,NA,1675.3040125,NA,1729.4704287499999,NA,1680.326418125,NA,1499.0043376874996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana Tech,1592.9677988828123,1500,0,0,0,0,0,1538.9631362968748,1525.9631362968748,1530.9631362968748,1548.9631362968748,1532.9631362968748,1550.9631362968748,1598.9631362968748,1577.9631362968748,1601.9631362968748,1606.9631362968748,1633.9631362968748,1643.9631362968748,1588.9631362968748,1602.9631362968748,1615.9631362968748,1603.9631362968748,1614.9631362968748,1647.9631362968748,1664.9631362968748,1673.9631362968748,1641.9631362968748,1616.9631362968748,1628.9631362968748,1641.9631362968748,1660.9631362968748,1642.9631362968748,1651.9631362968748,1668.9631362968748,1526.2874357812498,1534.2874357812498,1528.2874357812498,1702.6758125,1720.6758125,1762.6758125,1737.6758125,1816.7828749999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1263,NA,1544.5,1500,1581.15,NA,1332.925,NA,1528.8075,NA,1674.28125,NA,1816.7828749999999,NA,1737.6758125,NA,1572.8727687499998,NA,1609.7391281249998,NA,1462.7313946874997,NA,1528.2874357812498,NA,1668.9631362968748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
